"vid","party_code","choice","left_right_party","left_right_resp","strong_aff_1","strong_aff_2","elect_viability","media_repr_count","media_repr_mean","main_inf_source_tv","main_inf_source_radio","main_inf_source_newspapers","main_inf_source_internet","v22","v24","v31.1","v31.2","v94.1","v94.2","v95.1","v95.2","v95.3","v95.4","v95.5","v95.6","v95.7","v95.9","v87","v90","v116","v117","v132"
295,"v81_7",0,10,3,0,0,2.7,6908,222.8387,0,0,0,1,3,5,1,4,2,2,3,1,2,2,1,7,1,7,1,2,3,1,5
296,"v81_1",0,5,5,0,0,59.58,13878,447.6774,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
296,"v81_2",0,3,5,0,0,52.515,12214,394,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
296,"v81_4",0,3,5,0,0,86.355,22138,714.129,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
296,"v81_5",0,10,5,0,0,15.435,7332,236.516,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
296,"v81_6",1,5,5,0,0,221.94,44857,1447,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
296,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,7,7,2,3,1,7,7,7,7,2,7,4,4,4,2,2,4,3,3
297,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
297,"v81_2",1,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
297,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
297,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
297,"v81_6",0,4.823752,6.127517,0,0,221.94,44857,1447,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
297,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,3,1,3,2,7,7,7,3,2,7,4,4,7,2,2,7,2,2
298,"v81_1",0,5,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
298,"v81_2",0,5,5,0,0,52.515,12214,394,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
298,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
298,"v81_5",0,10,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
298,"v81_6",1,10,5,0,0,221.94,44857,1447,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
298,"v81_7",0,10,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,2,1,3,7,7,7,2,3,4,4,7,2,2,3,2,4
299,"v81_1",0,5,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
299,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
299,"v81_4",0,0,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
299,"v81_5",0,10,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
299,"v81_6",1,4.823752,6.127517,1,0,221.94,44857,1447,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
299,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,2,1,1,1,7,2,2,2,2,2,4,3,7,3,2,3,2,2
300,"v81_1",0,5,7,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
300,"v81_2",0,5,7,0,0,52.515,12214,394,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
300,"v81_4",0,0,7,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
300,"v81_5",0,10,7,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
300,"v81_6",1,5,7,0,0,221.94,44857,1447,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
300,"v81_7",0,10,7,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,1,1,3,4,2,2,2,2,4,2,2,2,2,3,1,3
301,"v81_1",0,10,10,0,0,59.58,13878,447.6774,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
301,"v81_2",0,0,10,0,0,52.515,12214,394,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
301,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
301,"v81_5",0,4.823752,10,0,0,15.435,7332,236.516,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
301,"v81_6",1,10,10,0,1,221.94,44857,1447,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
301,"v81_7",0,4.823752,10,0,0,2.7,6908,222.8387,1,0,0,0,3,6,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3
302,"v81_1",0,3,7,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
302,"v81_2",0,5,7,0,0,52.515,12214,394,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
302,"v81_4",0,1,7,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
302,"v81_5",0,4.823752,7,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
302,"v81_6",1,10,7,0,1,221.94,44857,1447,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
302,"v81_7",0,4,7,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,1,1,1,1,3,3,3,2,2,4,3,3,3,4,3,2
303,"v81_1",0,5,5,0,0,59.58,13878,447.6774,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
303,"v81_2",0,5,5,0,0,52.515,12214,394,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
303,"v81_4",0,5,5,0,0,86.355,22138,714.129,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
303,"v81_5",0,5,5,0,0,15.435,7332,236.516,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
303,"v81_6",1,5,5,0,1,221.94,44857,1447,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
303,"v81_7",0,5,5,0,0,2.7,6908,222.8387,1,0,0,0,1,3,3,1,7,7,7,7,2,2,7,3,1,2,3,2,2,1,2
304,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
304,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
304,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
304,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
304,"v81_6",1,4.823752,6.127517,1,0,221.94,44857,1447,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
304,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,1,1,1,4,1,2,2,3,1,3,1,2,3,2,1,4,4,1,3
305,"v81_1",0,4,3,0,0,59.58,13878,447.6774,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
305,"v81_2",0,5,3,0,0,52.515,12214,394,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
305,"v81_4",1,3,3,0,1,86.355,22138,714.129,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
305,"v81_5",0,8,3,0,0,15.435,7332,236.516,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
305,"v81_6",0,8,3,0,0,221.94,44857,1447,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
305,"v81_7",0,9,3,0,0,2.7,6908,222.8387,1,0,0,0,3,6,4,1,1,1,1,1,1,2,1,4,3,2,3,2,2,1,4
306,"v81_1",0,4.823752,8,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
306,"v81_2",0,6,8,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
306,"v81_4",0,9,8,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
306,"v81_5",0,4.823752,8,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
306,"v81_6",1,8,8,0,1,221.94,44857,1447,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
306,"v81_7",0,4.823752,8,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,7,7,3,7,2,2,7,4,2,7,3,4,3,7,3
307,"v81_1",0,3,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
307,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
307,"v81_4",0,3,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
307,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
307,"v81_6",1,9,6.127517,0,0,221.94,44857,1447,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
307,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,3,2,2,7,4,3,2,2,4,1,7,2,7,2,3,3,2,7
308,"v81_1",1,5,4,0,1,59.58,13878,447.6774,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
308,"v81_2",0,1,4,0,0,52.515,12214,394,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
308,"v81_4",0,5,4,0,0,86.355,22138,714.129,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
308,"v81_5",0,4.823752,4,0,0,15.435,7332,236.516,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
308,"v81_6",0,9,4,0,0,221.94,44857,1447,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
308,"v81_7",0,4.823752,4,0,0,2.7,6908,222.8387,1,0,0,0,5,5,4,4,4,1,1,7,1,4,1,1,3,7,2,2,4,3,4
309,"v81_1",0,4.823752,6,0,0,59.58,13878,447.6774,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
309,"v81_2",0,4.823752,6,0,0,52.515,12214,394,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
309,"v81_4",1,4.823752,6,1,0,86.355,22138,714.129,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
309,"v81_5",0,4.823752,6,0,0,15.435,7332,236.516,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
309,"v81_6",0,4.823752,6,0,0,221.94,44857,1447,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
309,"v81_7",0,4.823752,6,0,0,2.7,6908,222.8387,1,0,0,0,3,6,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,1,4
310,"v81_1",0,10,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
310,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
310,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
310,"v81_5",0,10,6.127517,0,0,15.435,7332,236.516,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
310,"v81_6",1,4.823752,6.127517,0,0,221.94,44857,1447,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
310,"v81_7",0,10,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,1,3,2,2,7,7,2,3,2,2,7,7,1,3,7,4,3,2,7
311,"v81_1",0,0,10,0,0,59.58,13878,447.6774,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
311,"v81_2",0,0,10,0,0,52.515,12214,394,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
311,"v81_4",0,10,10,0,0,86.355,22138,714.129,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
311,"v81_5",0,0,10,0,0,15.435,7332,236.516,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
311,"v81_6",1,0,10,0,0,221.94,44857,1447,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
311,"v81_7",0,0,10,0,0,2.7,6908,222.8387,1,0,0,0,2,2,3,1,1,1,3,3,2,4,3,2,3,3,1,3,4,2,3
312,"v81_1",0,5,5,0,0,59.58,13878,447.6774,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
312,"v81_2",0,8,5,0,0,52.515,12214,394,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
312,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
312,"v81_5",0,8,5,0,0,15.435,7332,236.516,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
312,"v81_6",1,10,5,0,1,221.94,44857,1447,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
312,"v81_7",0,7,5,0,0,2.7,6908,222.8387,1,0,0,0,2,6,3,1,1,3,4,2,1,4,3,3,3,2,3,3,4,2,5
313,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
313,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
313,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
313,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
313,"v81_6",1,4.823752,6.127517,0,1,221.94,44857,1447,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
313,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,1,3,3,2,1,7,3,2,1,3,2,4,3,2,1,3,5,3,5
314,"v81_1",0,6,7,1,0,59.58,13878,447.6774,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
314,"v81_2",0,0,7,0,0,52.515,12214,394,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
314,"v81_4",0,9,7,0,0,86.355,22138,714.129,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
314,"v81_5",0,4.823752,7,0,0,15.435,7332,236.516,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
314,"v81_6",1,10,7,0,0,221.94,44857,1447,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
314,"v81_7",0,7,7,0,0,2.7,6908,222.8387,1,0,0,0,3,6,2,1,3,3,3,2,2,2,2,2,3,3,2,3,5,1,2
315,"v81_1",0,5,7,0,0,59.58,13878,447.6774,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
315,"v81_2",0,3,7,0,0,52.515,12214,394,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
315,"v81_4",0,2,7,0,0,86.355,22138,714.129,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
315,"v81_5",0,6,7,0,0,15.435,7332,236.516,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
315,"v81_6",1,5,7,1,0,221.94,44857,1447,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
315,"v81_7",0,6,7,0,0,2.7,6908,222.8387,1,0,0,0,1,2,2,2,2,7,2,2,1,1,1,1,3,4,3,3,4,3,3
316,"v81_1",0,7,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
316,"v81_2",0,0,6.127517,0,0,52.515,12214,394,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
316,"v81_4",0,0,6.127517,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
316,"v81_5",0,5,6.127517,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
316,"v81_6",1,10,6.127517,1,0,221.94,44857,1447,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
316,"v81_7",0,5,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,3,3
317,"v81_1",0,8,8,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
317,"v81_2",0,0,8,0,0,52.515,12214,394,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
317,"v81_4",0,1,8,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
317,"v81_5",0,2,8,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
317,"v81_6",1,10,8,1,0,221.94,44857,1447,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
317,"v81_7",0,8,8,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,1,1,3,2,4,2,3,2,2,3,2,3,3,1,1,3
318,"v81_1",0,2,10,0,0,59.58,13878,447.6774,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
318,"v81_2",0,2,10,0,0,52.515,12214,394,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
318,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
318,"v81_5",0,1,10,0,0,15.435,7332,236.516,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
318,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
318,"v81_7",0,1,10,0,0,2.7,6908,222.8387,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,2,3
319,"v81_1",0,4,5,0,0,59.58,13878,447.6774,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
319,"v81_2",0,3,5,0,0,52.515,12214,394,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
319,"v81_4",1,2,5,0,0,86.355,22138,714.129,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
319,"v81_5",0,2,5,0,0,15.435,7332,236.516,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
319,"v81_6",0,8,5,0,0,221.94,44857,1447,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
319,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3
320,"v81_1",0,2,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
320,"v81_2",0,4,5,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
320,"v81_4",0,3,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
320,"v81_5",0,1,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
320,"v81_6",1,7,5,0,0,221.94,44857,1447,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
320,"v81_7",0,1,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,2,7,2,2,2,2,2,3,3,2,3,3,3,3,4
321,"v81_1",0,4.823752,1,0,0,59.58,13878,447.6774,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
321,"v81_2",0,4.823752,1,0,0,52.515,12214,394,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
321,"v81_4",1,1,1,1,0,86.355,22138,714.129,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
321,"v81_5",0,1,1,0,0,15.435,7332,236.516,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
321,"v81_6",0,10,1,0,0,221.94,44857,1447,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
321,"v81_7",0,4.823752,1,0,0,2.7,6908,222.8387,1,0,0,0,5,3,3,1,1,1,2,1,1,4,2,2,3,3,3,3,4,2,5
322,"v81_1",0,1,1,0,0,59.58,13878,447.6774,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
322,"v81_2",0,1,1,0,0,52.515,12214,394,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
322,"v81_4",0,1,1,0,0,86.355,22138,714.129,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
322,"v81_5",0,1,1,0,0,15.435,7332,236.516,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
322,"v81_6",1,1,1,0,1,221.94,44857,1447,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
322,"v81_7",0,1,1,0,0,2.7,6908,222.8387,0,0,0,1,1,1,3,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,4
323,"v81_1",0,10,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
323,"v81_2",0,0,6.127517,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
323,"v81_4",0,0,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
323,"v81_5",0,0,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
323,"v81_6",1,10,6.127517,1,0,221.94,44857,1447,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
323,"v81_7",0,0,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3
324,"v81_1",0,0,10,0,0,59.58,13878,447.6774,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
324,"v81_2",0,0,10,0,0,52.515,12214,394,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
324,"v81_4",0,0,10,0,0,86.355,22138,714.129,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
324,"v81_5",0,4,10,0,0,15.435,7332,236.516,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
324,"v81_6",1,10,10,1,0,221.94,44857,1447,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
324,"v81_7",0,10,10,0,0,2.7,6908,222.8387,0,0,0,1,2,2,2,3,2,2,2,2,2,2,7,2,1,1,3,3,3,2,3
325,"v81_1",0,2,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,3,2,7,2,2,2,3,2,3,3,3,2,3,3,3,3
325,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,2,2,2,3,2,7,2,2,2,3,2,3,3,3,2,3,3,3,3
325,"v81_4",0,1,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,3,2,7,2,2,2,3,2,3,3,3,2,3,3,3,3
325,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,3,2,7,2,2,2,3,2,3,3,3,2,3,3,3,3
325,"v81_6",1,10,5,0,1,221.94,44857,1447,1,0,0,0,2,2,2,3,2,7,2,2,2,3,2,3,3,3,2,3,3,3,3
