"vid","party_code","choice","left_right_party","left_right_resp","strong_aff_1","strong_aff_2","elect_viability","media_repr_count","media_repr_mean","main_inf_source_tv","main_inf_source_radio","main_inf_source_newspapers","main_inf_source_internet","v22","v24","v31.1","v31.2","v94.1","v94.2","v95.1","v95.2","v95.3","v95.4","v95.5","v95.6","v95.7","v95.9","v87","v90","v116","v117","v132"
437,"v81_7",0,10,9,0,0,2.7,6908,222.8387,1,0,0,0,3,4,2,4,2,1,4,2,1,4,1,1,1,3,1,2,5,3,4
438,"v81_1",0,7,7,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
438,"v81_2",1,7,7,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
438,"v81_4",0,9,7,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
438,"v81_5",0,7,7,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
438,"v81_6",0,2,7,0,0,221.94,44857,1447,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
438,"v81_7",0,7,7,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,1,1,4,3,1,2,2,2,2,2,3,2,4,4,3
439,"v81_1",0,1,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
439,"v81_2",0,2,5,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
439,"v81_4",0,3,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
439,"v81_5",0,1,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
439,"v81_6",1,7,5,0,0,221.94,44857,1447,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
439,"v81_7",0,1,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,3,3,3,5
440,"v81_1",0,4,5,0,0,59.58,13878,447.6774,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
440,"v81_2",0,5,5,0,0,52.515,12214,394,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
440,"v81_4",0,4,5,0,0,86.355,22138,714.129,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
440,"v81_5",0,4,5,0,0,15.435,7332,236.516,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
440,"v81_6",1,7,5,0,0,221.94,44857,1447,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
440,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,0,0,0,1,2,2,2,2,2,2,1,3,2,4,3,4,4,2,7,2,3,3,5
441,"v81_1",0,2,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
441,"v81_2",0,5,5,0,0,52.515,12214,394,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
441,"v81_4",0,5,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
441,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
441,"v81_6",1,8,5,0,0,221.94,44857,1447,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
441,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,4,4,4,2,1,2,2,4,1,1,4,4,2,3,3,2,3
442,"v81_1",0,4,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
442,"v81_2",0,5,6.127517,0,0,52.515,12214,394,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
442,"v81_4",1,9,6.127517,0,0,86.355,22138,714.129,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
442,"v81_5",0,4,6.127517,0,0,15.435,7332,236.516,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
442,"v81_6",0,5,6.127517,0,0,221.94,44857,1447,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
442,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,3,3,3,4,3,2,3,2,1,4,7,2,3,7,1,2,1,1,5
443,"v81_1",0,2,10,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
443,"v81_2",0,2,10,0,0,52.515,12214,394,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
443,"v81_4",0,2,10,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
443,"v81_5",0,0,10,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
443,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
443,"v81_7",0,1,10,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,9,3,2,2,3,2,3,1,3,4,4,3,3,3,3,3
444,"v81_1",0,1,5,0,0,59.58,13878,447.6774,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
444,"v81_2",0,1,5,0,0,52.515,12214,394,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
444,"v81_4",1,2,5,1,0,86.355,22138,714.129,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
444,"v81_5",0,1,5,0,0,15.435,7332,236.516,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
444,"v81_6",0,9,5,0,0,221.94,44857,1447,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
444,"v81_7",0,1,5,0,0,2.7,6908,222.8387,1,0,0,0,2,3,2,3,2,3,2,1,2,3,2,2,4,9,3,2,4,2,4
445,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
445,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
445,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
445,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
445,"v81_6",1,4.823752,6.127517,0,0,221.94,44857,1447,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
445,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,2,3,1,2,4,4,2,2,4,3,3,3,2,7,3,4,1,3
446,"v81_1",0,4.823752,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
446,"v81_2",0,4.823752,5,0,0,52.515,12214,394,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
446,"v81_4",0,4.823752,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
446,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
446,"v81_6",1,10,5,0,0,221.94,44857,1447,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
446,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,3,2,1,4,3,2,1,4,3,3,3,3,7,3,4,1,3
447,"v81_1",0,0,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
447,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
447,"v81_4",0,10,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
447,"v81_5",0,0,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
447,"v81_6",1,10,5,0,1,221.94,44857,1447,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
447,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,1,3,1,4,4,3,2,4,3,3,4,2,3,4,4,1,3
448,"v81_1",0,4.823752,5,0,0,59.58,13878,447.6774,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
448,"v81_2",0,4.823752,5,0,0,52.515,12214,394,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
448,"v81_4",0,8,5,0,0,86.355,22138,714.129,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
448,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
448,"v81_6",1,10,5,1,0,221.94,44857,1447,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
448,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,1,1,1,3,1,7,2,1,1,4,4,1,4,7,7,3,4,2,3
449,"v81_1",0,0,6,0,0,59.58,13878,447.6774,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
449,"v81_2",0,0,6,0,0,52.515,12214,394,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
449,"v81_4",1,10,6,1,0,86.355,22138,714.129,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
449,"v81_5",0,4.823752,6,0,0,15.435,7332,236.516,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
449,"v81_6",0,0,6,0,0,221.94,44857,1447,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
449,"v81_7",0,4.823752,6,0,0,2.7,6908,222.8387,1,0,0,0,4,4,3,1,1,1,1,1,1,4,1,7,4,3,1,2,5,1,4
450,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
450,"v81_2",0,0,6.127517,0,0,52.515,12214,394,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
450,"v81_4",0,10,6.127517,0,0,86.355,22138,714.129,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
450,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
450,"v81_6",1,10,6.127517,0,1,221.94,44857,1447,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
450,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,0,1,0,0,3,6,3,2,2,4,4,7,1,4,4,4,4,4,2,3,4,2,4
451,"v81_1",0,0,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
451,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
451,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
451,"v81_5",0,4,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
451,"v81_6",1,4,5,0,1,221.94,44857,1447,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
451,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,7,1,1,4,3,2,2,4,7,4,4,7,2,3,4,2,3
452,"v81_1",0,0,5,0,0,59.58,13878,447.6774,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
452,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
452,"v81_4",0,10,5,0,0,86.355,22138,714.129,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
452,"v81_5",0,0,5,0,0,15.435,7332,236.516,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
452,"v81_6",1,10,5,0,1,221.94,44857,1447,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
452,"v81_7",0,0,5,0,0,2.7,6908,222.8387,1,0,0,0,1,1,3,1,1,3,7,7,1,4,2,3,4,7,3,4,4,2,4
453,"v81_1",0,10,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
453,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
453,"v81_4",0,10,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
453,"v81_5",0,0,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
453,"v81_6",1,10,5,0,1,221.94,44857,1447,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
453,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,1,2,9,7,4,2,2,4,3,3,3,3,3,4,5,1,3
454,"v81_1",0,4.823752,5,0,0,59.58,13878,447.6774,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
454,"v81_2",0,4.823752,5,0,0,52.515,12214,394,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
454,"v81_4",1,4.823752,5,0,0,86.355,22138,714.129,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
454,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
454,"v81_6",0,4.823752,5,0,0,221.94,44857,1447,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
454,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,7,5,3,3,1,3,4,2,2,4,3,3,3,3,1,3,5,3,4
455,"v81_1",0,2,6,0,0,59.58,13878,447.6774,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
455,"v81_2",0,2,6,0,0,52.515,12214,394,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
455,"v81_4",0,1,6,0,0,86.355,22138,714.129,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
455,"v81_5",0,9,6,0,0,15.435,7332,236.516,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
455,"v81_6",1,5,6,1,0,221.94,44857,1447,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
455,"v81_7",0,10,6,0,0,2.7,6908,222.8387,1,0,0,0,1,1,3,2,1,2,2,1,2,2,9,2,3,1,3,1,4,2,4
456,"v81_1",0,6,5,0,0,59.58,13878,447.6774,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
456,"v81_2",0,4,5,0,0,52.515,12214,394,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
456,"v81_4",0,2,5,0,0,86.355,22138,714.129,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
456,"v81_5",0,3,5,0,0,15.435,7332,236.516,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
456,"v81_6",1,7,5,1,0,221.94,44857,1447,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
456,"v81_7",0,3,5,0,0,2.7,6908,222.8387,1,0,0,0,1,2,2,2,2,2,2,2,2,7,7,4,4,7,2,1,4,1,2
457,"v81_1",0,4,5,0,0,59.58,13878,447.6774,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
457,"v81_2",0,4,5,0,0,52.515,12214,394,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
457,"v81_4",0,4,5,0,0,86.355,22138,714.129,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
457,"v81_5",0,2,5,0,0,15.435,7332,236.516,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
457,"v81_6",1,7,5,1,0,221.94,44857,1447,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
457,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,1,1,7,7,2,2,2,2,2,7,7,7,2,7,2,7,3,1,2
458,"v81_1",0,6,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
458,"v81_2",0,4,5,0,0,52.515,12214,394,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
458,"v81_4",0,4,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
458,"v81_5",0,3,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
458,"v81_6",1,6,5,0,0,221.94,44857,1447,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
458,"v81_7",0,3,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,7,7,7,7,2,1,7,7,2,3,4,3,2,3,4,1,2
459,"v81_1",1,3,6,1,0,59.58,13878,447.6774,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
459,"v81_2",0,2,6,0,0,52.515,12214,394,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
459,"v81_4",0,1,6,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
459,"v81_5",0,8,6,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
459,"v81_6",0,6,6,0,0,221.94,44857,1447,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
459,"v81_7",0,7,6,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,2,3,1,5
460,"v81_1",0,2,7,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
460,"v81_2",0,3,7,0,0,52.515,12214,394,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
460,"v81_4",0,1,7,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
460,"v81_5",0,10,7,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
460,"v81_6",1,8,7,1,0,221.94,44857,1447,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
460,"v81_7",0,8,7,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,4,3,3,1,3,1,5
461,"v81_1",0,3,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
461,"v81_2",0,3,5,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
461,"v81_4",0,3,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
461,"v81_5",0,3,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
461,"v81_6",1,6,5,0,0,221.94,44857,1447,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
461,"v81_7",0,3,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,7,7,2,2,2,3,9,9,9,9,2,3,4,1,3
462,"v81_1",0,3,6,0,0,59.58,13878,447.6774,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
462,"v81_2",0,3,6,0,0,52.515,12214,394,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
462,"v81_4",0,1,6,0,0,86.355,22138,714.129,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
462,"v81_5",0,8,6,0,0,15.435,7332,236.516,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
462,"v81_6",1,7,6,1,0,221.94,44857,1447,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
462,"v81_7",0,8,6,0,0,2.7,6908,222.8387,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,4,4,4,3,2,3,1,4
463,"v81_1",0,2,6,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
463,"v81_2",0,2,6,0,0,52.515,12214,394,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
463,"v81_4",0,1,6,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
463,"v81_5",0,7,6,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
463,"v81_6",1,6,6,1,0,221.94,44857,1447,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
463,"v81_7",0,9,6,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,2,1,2,2,1,2,2,3,3,3,1,3,2,3,1,4
464,"v81_1",0,3,6,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
464,"v81_2",0,3,6,0,0,52.515,12214,394,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
464,"v81_4",0,1,6,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
464,"v81_5",0,7,6,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
464,"v81_6",1,8,6,1,0,221.94,44857,1447,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
464,"v81_7",0,8,6,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,1,1,2,2,1,2,2,3,4,4,4,3,1,3,1,4
465,"v81_1",0,5,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
465,"v81_2",0,5,6.127517,0,0,52.515,12214,394,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
465,"v81_4",0,4,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
465,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
465,"v81_6",1,7,6.127517,0,0,221.94,44857,1447,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
465,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,6,7,7,7,7,2,2,7,3,7,2,3,7,7,3,3,2,2
466,"v81_1",0,4,4,0,0,59.58,13878,447.6774,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
466,"v81_2",0,4.823752,4,0,0,52.515,12214,394,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
466,"v81_4",0,6,4,0,0,86.355,22138,714.129,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
466,"v81_5",0,4.823752,4,0,0,15.435,7332,236.516,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
466,"v81_6",1,6,4,0,0,221.94,44857,1447,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
466,"v81_7",0,4.823752,4,0,0,2.7,6908,222.8387,1,0,0,0,2,3,2,2,2,2,7,7,2,2,7,3,3,7,2,7,3,2,2
467,"v81_1",0,4.823752,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
467,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
467,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
467,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
467,"v81_6",1,4.823752,6.127517,1,0,221.94,44857,1447,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
467,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,3,7,7,8,8,8,8,8,8,8,8,2,3,5,1,2
